organization_id,organization_name,organization_type,partner_country,website_url,contact_url,email_status,lead_readiness,fetch_status,notes,source_project_urls,score
org_comune_di_genova_italy_smart_comune_geno_ff37bf22,Comune di Genova,Local public authority,Italy,https://smart.comune.genova.it,https://smart.comune.genova.it/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/33242/ | https://keep.eu/projects/29243/ | https://keep.eu/projects/30103/ | https://keep.eu/projects/29246/,4.7
org_universidad_de_alicante_spain_ua_es_1d414a56,Universidad de Alicante,Unknown,Spain,http://www.ua.es,http://www.ua.es,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/33239/,4.25
org_greece_pta_gov_gr_44079722,Περιφερειακό Ταμείο Ανάπτυξης Ανατολικής Μακεδονίας και Θράκης,Unknown,Greece,https://pta.gov.gr,https://pta.gov.gr/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/33238/,4.25
org_lebanon_tatweerbaladna_org_606d92be,طوير بلدن ا,Unknown,Lebanon,https://tatweerbaladna.org,https://tatweerbaladna.org/,email_not_found_manual_review,manual_review_needed,url_error,url_error,https://keep.eu/projects/33238/,4.25
org_cyprus_a2a3fae4,Πανεπιστήμιο Κύπρου,Higher education and research organisations,Cyprus,,https://keep.eu/projects/33238/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=keep_eu_html_project_29237,https://keep.eu/projects/33238/ | https://keep.eu/projects/33253/ | https://keep.eu/projects/29237/,4.35
org_uicn_union_internationale_pour_la_conser_7ea89df7,UICN - UNION INTERNATIONALE POUR LA CONSERVATION DE LA NATURE ET DE SES RESSOURCES,Interest groups including NGOs,Spain,,https://keep.eu/projects/32766/,email_not_found_no_website,not_outreach_ready,skipped_no_own_url,,https://keep.eu/projects/32766/,4.25
org_fondazione_messina_italy_fdcmessina_org_b32d6162,Fondazione MeSSInA,Other,Italy,https://fdcmessina.org,https://fdcmessina.org/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/32763/,4.25
org_eco_union_spain_ecounion_eu_4ff09a5a,Eco-Union,Interest groups including NGOs,Spain,http://www.ecounion.eu,http://www.ecounion.eu,email_not_found_no_contact_channel,not_outreach_ready,ok,page_fetched but no email found,https://keep.eu/projects/32759/,4.25
org_fundaci_ent_spain_fundacioent_cat_e596b58f,Fundació ENT,Other,Spain,http://www.fundacioent.cat,http://www.fundacioent.cat,email_not_found_no_contact_channel,not_outreach_ready,ok,page_fetched but no email found,https://keep.eu/projects/31591/,4.25
org_fit_consulting_s_r_l_italy_fitconsulting_7500f674,FIT Consulting s.r.l.,SME,Italy,http://www.fitconsulting.it,http://www.fitconsulting.it,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/31589/,4.25
org_ambiente_italia_srl_italy_ambienteitalia_2c7d2eff,Ambiente Italia Srl.,SME,Italy,http://www.ambienteitalia.it,http://www.ambienteitalia.it,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/31588/,4.25
org_association_la_saison_bleue_tunisia_lasa_f0f3d54d,Association La Saison Bleue,Association,Tunisia,https://lasaisonbleue.com,https://lasaisonbleue.com/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/33242/,4.2
org_agenzijia_dwar_l_energija_u_l_ilma_malta_1aa7f885,Agenzijia dwar l-Energija u l-Ilma,Sectoral agency,Malta,http://www.energywateragency.gov.mt,http://www.energywateragency.gov.mt,email_not_found_no_contact_channel,not_outreach_ready,ok,page_fetched but no email found,https://keep.eu/projects/32766/ | https://keep.eu/projects/33249/ | https://keep.eu/projects/31587/ | https://keep.eu/projects/31598/ | https://keep.eu/projects/29254/ | https://keep.eu/projects/29238/ | https://keep.eu/projects/29227/ | https://keep.eu/projects/33216/,4.6
org_op_tina_nik_i_montenegro_b1580d02,Opština Nikšić,Local public authority,Montenegro,,https://keep.eu/projects/32764/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=keep_eu_html_project_32764,https://keep.eu/projects/32764/,4.2
org_zebbug_local_council_gozo_malta_zebbuggo_c66ebe40,Zebbug Local Council (Gozo),Local public authority,Malta,http://www.zebbuggozo.com,http://www.zebbuggozo.com,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/32763/,4.2
org_greece_n_skiathos_gr_a7aa9609,Δήμος Σκιάθου,Local public authority,Greece,https://www.n-skiathos.gr,https://www.n-skiathos.gr/en/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/32763/,4.2
org_greece_pde_gov_gr_75067404,ΠΕΡΙΦΕΡΕΙΑ ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,Regional public authority,Greece,https://www.pde.gov.gr,https://www.pde.gov.gr/gr/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/32762/ | https://keep.eu/projects/29230/ | https://keep.eu/projects/29213/ | https://keep.eu/projects/28810/,4.2
org_cyprus_ntb_org_cy_bce79841,ΕΤΑΙΡΕΙΑ ΤΟΥΡΙΣΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΠΡΟΒΟΛΗΣ ΛΕΥΚΩΣΙΑΣ,Sectoral agency,Cyprus,http://www.ntb.org.cy,http://www.ntb.org.cy,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/31596/,4.2
org_ministria_e_turizmit_dhe_mjedisit_albani_82500bbe,Ministria e Turizmit dhe Mjedisit,National public authority,Albania,http://www.turizmi.gov.al,http://www.turizmi.gov.al,email_not_found_manual_review,manual_review_needed,url_error,url_error,https://keep.eu/projects/31595/,4.2
org_op_tina_budva_montenegro_cd7780a2,Opština Budva,Local public authority,Montenegro,,https://keep.eu/projects/31588/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=keep_eu_html_project_31588,https://keep.eu/projects/31588/ | https://keep.eu/projects/27349/,4.2
org_greece_e05c849f,Δήμος Ιωαννιτών,Local public authority,Greece,,https://keep.eu/projects/31588/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=keep_eu_html_project_31588,https://keep.eu/projects/31588/,4.2
org_universidad_de_la_laguna_spain_ull_es_5ca99e7a,Universidad de La Laguna,Higher education and research organisations,Spain,http://www.ull.es,http://www.ull.es,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/31587/,4.2
org_grad_split_croatia_split_hr_071b53a0,Grad Split,Local public authority,Croatia,https://split.hr,https://split.hr/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/31586/,4.2
org_d_partement_du_var_france_var_fr_1a744b92,Département du Var,Local public authority,France,http://www.var.fr,http://www.var.fr,email_not_found_scrape_blocked,manual_review_needed,http_error_403,http_error_403,https://keep.eu/projects/31586/,4.2
org_caritas_jordan_jordan_caritasjordan_org_af9cac1d,كاريتاس الأردن Caritas Jordan,Unknown,Jordan,http://www.caritasjordan.org.jo,http://www.caritasjordan.org.jo,email_not_found_no_contact_channel,not_outreach_ready,ok,page_fetched but no email found,https://keep.eu/projects/33263/,4.15
org_jordan_rscn_org_jo_9a0e0c31,الجمعية الملكية لحماية الطبيعة,Unknown,Jordan,http://www.rscn.org.jo,http://www.rscn.org.jo,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/33249/,4.15
org_greece_kito_gr_6615581c,ΚΗΤΩ ΙΧΘΥΟΚΑΛΛΙΕΡΓΕΙΕΣ ΛΕΡΟΥ Α.Ε.,Unknown,Greece,http://www.kito.gr,http://www.kito.gr,email_not_found_no_contact_channel,not_outreach_ready,ok,page_fetched but no email found,https://keep.eu/projects/32769/,4.15
org_mre_a_znanja_d_o_o_croatia_06c7f3fb,Mreža znanja d.o.o.,SME,Croatia,,https://keep.eu/projects/32769/,email_not_found_no_website,not_outreach_ready,skipped_no_own_url,,https://keep.eu/projects/32769/,4.15
org_auleda_agjencia_e_zhvillimit_ekonomik_lo_cf5a32d1,AULEDA – Agjencia e Zhvillimit Ekonomik Lokal,Interest groups including NGOs,Albania,http://www.auleda.org.al,http://www.auleda.org.al,email_not_found_no_contact_channel,not_outreach_ready,ok,page_fetched but no email found,https://keep.eu/projects/32765/ | https://keep.eu/projects/29251/,4.35
org_conference_of_peripheral_maritime_region_edb26745,Conference of Peripheral Maritime Regions,Interest groups including NGOs,France,https://cpmr.org,https://cpmr.org/fr/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/31597/ | https://keep.eu/projects/29252/ | https://keep.eu/projects/29244/,4.15
org_turismo_de_portugal_portugal_turismodepo_c8e34244,Turismo de Portugal,National public authority,Portugal,https://www.turismodeportugal.pt,https://www.turismodeportugal.pt/pt/Paginas/homepage.aspx,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/31587/,4.1
org_fundaci_privada_knowledge_innovation_mar_5668e30c,Fundació Privada Knowledge Innovation Market BCN,Foundation / NGO,Spain,https://kimglobal.com,https://kimglobal.com/es/kimbcn/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/33254/,4.05
org_consorci_de_la_ribera_spain_consorcidela_608926f0,Consorci de la Ribera,Local public authority,Spain,http://www.consorcidelaribera.com,http://www.consorcidelaribera.com,email_not_found_no_contact_channel,not_outreach_ready,ok,page_fetched but no email found,https://keep.eu/projects/33240/ | https://keep.eu/projects/29242/ | https://keep.eu/projects/29239/,4.9
org_c_mara_italiana_barcelona_spain_camerait_040cf3da,Cámara Italiana Barcelona,Chamber of Commerce,Spain,https://www.cameraitalianabarcelona.com,https://www.cameraitalianabarcelona.com/,email_not_found_scrape_blocked,manual_review_needed,http_error_403,http_error_403,https://keep.eu/projects/33240/,4.05
org_regione_toscana_italy_regione_toscana_it_d75bf671,Regione Toscana,Regional Authority,Italy,https://www.regione.toscana.it,https://www.regione.toscana.it/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/33237/ | https://keep.eu/projects/29256/,4.05
org_oxfam_italia_onlus_associazione_italy_ox_920b8347,Oxfam Italia Onlus associazione,Association,Italy,http://www.oxfamitalia.org,http://www.oxfamitalia.org,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/33237/,4.05
org_greece_ped_in_gr_4da0b9e9,Περιφερειακή Ένωση Δήμων Ιονίων Νήσων,Regional public authority,Greece,https://www.ped-in.gr,https://www.ped-in.gr/el,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/32761/,4.0
org_port_de_plaisance_de_saint_florent_franc_0ca678b3,Port De Plaisance De Saint Florent,Local public authority,France,https://www.portsaintflorent.com,https://www.portsaintflorent.com,email_not_found_no_contact_channel,not_outreach_ready,ok,page_fetched but no email found,https://keep.eu/projects/32761/,4.0
org_egypt_niof_eg_com_112e1be6,المعهد القومي لعلوم البحار والمصايد,Unknown,Egypt,https://niof-eg.com,https://niof-eg.com,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/33253/,3.95
org_lebanon_cnrs_edu_lb_e860e467,المجلس الوطني للبحوث العلمية,Unknown,Lebanon,https://www.cnrs.edu.lb,https://www.cnrs.edu.lb,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/33253/,3.95
org_greece_dfa1eac8,Περιφέρεια Πελοποννήσου,Regional public authority,Greece,,https://keep.eu/projects/33251/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=keep_eu_html_project_29225,https://keep.eu/projects/33251/ | https://keep.eu/projects/29225/,4.6
org_universit_des_sciences_et_technologie_mo_9519f2d5,Université des sciences et technologie Mohamed Boudiaf -USTO Oran,University / Research,Algeria,http://www.Univ-Usto.dz,http://www.Univ-Usto.dz,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/33242/,3.95
org_jordan_ardd_jo_org_c44e00b7,النهضة العربية للديمقراطية و التنمية,Unknown,Jordan,https://ardd-jo.org,https://ardd-jo.org,email_not_found_no_contact_channel,not_outreach_ready,ok,page_fetched but no email found,https://keep.eu/projects/33239/,3.95
org_greece_eurotraining_gr_a0957952,ΕΚΠΑΙΔΕΥΤΙΚΟΣ ΟΡΓΑΝΙΣΜΟΣ ΓΙΟΥΡΟΤΡΕΙΝΙΝΓΚ,Unknown,Greece,https://eurotraining.gr,https://eurotraining.gr/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/33239/,3.95
org_mersin_b_y_k_ehir_belediyesi_turkey_mers_d523d39c,Mersin Büyükşehir Belediyesi,Unknown,Turkey,https://www.mersin.bel.tr,https://www.mersin.bel.tr/,email_not_found_manual_review,manual_review_needed,url_error,url_error,https://keep.eu/projects/33232/,3.95
org_t_greece_kean_gr_173c0789,ΚΥΤTΑΡΟ ΕΝΑΛΛΑΚΤΙΚΩΝ ΑΝΑΖΗΤΗΣΕΩΝ ΝΕΩΝ,Interest groups including NGOs,Greece,https://kean.gr,https://kean.gr/en/,email_not_found_no_contact_channel,not_outreach_ready,ok,page_fetched but no email found,https://keep.eu/projects/32767/,3.95
org_office_d_equipement_hydraulique_de_corse_26bd262d,Office d’Equipement Hydraulique de Corse,Infrastructure and (public) service provider,France,https://www.oehc.corsica,https://www.oehc.corsica/,email_not_found_no_contact_channel,not_outreach_ready,ok,page_fetched but no email found,https://keep.eu/projects/32766/,3.95
org_shoqata_e_kerkimeve_urbane_albania_uri_o_6f14d845,Shoqata e Kerkimeve Urbane,Interest groups including NGOs,Albania,http://www.uri.org.al,http://www.uri.org.al,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/32766/,3.95
org_greece_aenaosthalassa_com_3276f0c0,Αέναος Θάλασσα,Interest groups including NGOs,Greece,https://www.aenaosthalassa.com,https://www.aenaosthalassa.com/en,email_not_found_no_contact_channel,not_outreach_ready,ok,page_fetched but no email found,https://keep.eu/projects/32763/,3.95
org_centar_za_turisti_ki_razvoj_i_saradnju_m_6b073453,Centar za turistički razvoj i saradnju,Interest groups including NGOs,Montenegro,,https://keep.eu/projects/32762/,email_not_found_no_website,not_outreach_ready,skipped_no_own_url,,https://keep.eu/projects/32762/,3.95
org_zavod_za_trajnostni_razvoj_slovenia_isd_a6d81e12,Zavod za trajnostni razvoj,Interest groups including NGOs,Slovenia,http://www.isd.si,http://www.isd.si,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/32762/ | https://keep.eu/projects/29253/,3.95
org_centar_za_regionalne_aktivnosti_programa_149c8366,Centar za regionalne aktivnosti Programa prioritetnih akcija,"International organisation, EEIG",Croatia,https://paprac.org,https://paprac.org/,email_not_found_no_contact_channel,not_outreach_ready,ok,page_fetched but no email found,https://keep.eu/projects/32759/,3.95
org_plan_bleu_pour_l_environnement_et_le_d_v_2715b09e,Plan Bleu pour l’Environnement et le Développement en Méditerranée,"International organisation, EEIG",France,https://planbleu.org,https://planbleu.org/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/32759/ | https://keep.eu/projects/29220/ | https://keep.eu/projects/29244/ | https://keep.eu/projects/27712/,4.35
org_agjensia_rajonale_e_zhvillimit_tirane_ar_374bb7f6,Agjensia Rajonale e Zhvillimit Tirane (ARZH),Interest groups including NGOs,Albania,http://www.rdatirana.al,http://www.rdatirana.al,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/31596/,3.95
org_bulgaria_reap_bg_eu_03556a01,Регионална енергийна агенция - Пазарджик,Interest groups including NGOs,Bulgaria,http://www.reap-bg.eu,http://www.reap-bg.eu,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/31591/ | https://keep.eu/projects/30104/,3.95
org_parkovi_d_o_o_croatia_parkovi_eu_6ab04d37,Parkovi d.o.o.,Infrastructure and (public) service provider,Croatia,http://www.parkovi.eu,http://www.parkovi.eu,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/31588/,3.95
org_bulgaria_veda_bg_eu_83e50d8a,Агенция за икономическо развитие - Варна,Interest groups including NGOs,Bulgaria,http://www.veda-bg.eu,http://www.veda-bg.eu,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/31586/ | https://keep.eu/projects/29248/,4.35
org_cyprus_eeel_org_cy_4c545e31,Εφορεία Ελληνικών Εκπαιδευτηρίων Λευκωσίας,Unknown,Cyprus,http://www.eeel.org.cy,http://www.eeel.org.cy,email_not_found_no_contact_channel,not_outreach_ready,ok,page_fetched but no email found,https://keep.eu/projects/31586/,3.95
org_aciisi_agencia_canaria_de_investigaci_n_81fed515,"ACIISI - Agencia Canaria de Investigación,",Agency,Spain,,https://keep.eu/projects/23649/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=keep_eu_html_project_23649,https://keep.eu/projects/23649/,3.95
org_r_gion_autonome_friuli_venezia_giulia_d_5a99a9a0,Région autonome Friuli Venezia Giulia - Département de la culture et des sports,Unknown,Italy,,https://keep.eu/projects/27361/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=keep_eu_html_project_27361,https://keep.eu/projects/27361/,3.95
org_sarga_gouvernement_d_aragon_spain_ec224d03,SARGA - Gouvernement d'Aragon,Unknown,Spain,,https://keep.eu/projects/27361/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=keep_eu_html_project_27361,https://keep.eu/projects/27361/,3.95
org_associazione_distretto_produttivo_puglia_8f3866fe,ASSOCIAZIONE DISTRETTO PRODUTTIVO PUGLIA CREATIVA,Association,Italy,,https://keep.eu/projects/27361/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=keep_eu_html_project_27361,https://keep.eu/projects/27361/,3.95
org_greece_ntua_gr_b4a8b024,ΕΘΝΙΚΟ ΜΕΤΣΟΒΕΙΟ ΠΟΛΥΤΕΧΝΕΙΟ,Higher education and research organisations,Greece,http://www.ntua.gr,http://www.ntua.gr,email_not_found_no_contact_channel,not_outreach_ready,ok,page_fetched but no email found,https://keep.eu/projects/31587/,3.9
org_chambre_de_commerce_du_montenegro_monten_35d2f481,Chambre de commerce du Montenegro,Chamber of Commerce,Montenegro,,https://keep.eu/projects/27354/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=keep_eu_html_project_27354,https://keep.eu/projects/27354/ | https://keep.eu/projects/23491/,4.0
org_jordan_rss_jo_f550bf1b,الجمعية العلمية الملكية/المركز الوطني لبحوث الطاقة,Unknown,Jordan,http://www.rss.jo,http://www.rss.jo,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/33254/,3.75
org_e_greece_certh_gr_4e4be7be,Eθνικό Κέντρο Έρευνας και ΤεχνολογικήςΑνάπτυξης (Πτολεμαΐδα),Unknown,Greece,http://www.certh.gr,http://www.certh.gr,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/33240/,3.75
org_lebanon_jezzine_union_com_4992c6bc,إتحاد بلديّات جزين,Unknown,Lebanon,http://www.jezzine-union.com,http://www.jezzine-union.com,email_not_found_no_contact_channel,not_outreach_ready,ok,page_fetched but no email found,https://keep.eu/projects/33237/,3.75
org_jordan_johud_org_jo_497f08b0,الصندوق الأردني الهاشمي للتنمية البشرية,Unknown,Jordan,https://www.johud.org.jo,https://www.johud.org.jo/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/33237/,3.75
org_municipality_of_ohrid_north_macedonia_oh_2bbe90b2,MUNICIPALITY OF OHRID,Local public authority,North Macedonia,http://www.ohrid.gov.mk,http://www.ohrid.gov.mk,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=own_contact_url,https://keep.eu/projects/31598/,3.75
org_terre_di_siena_lab_italy_4acf097a,Terre di Siena Lab,Unknown,Italy,,https://keep.eu/projects/27354/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=keep_eu_html_project_27354,https://keep.eu/projects/27354/,3.75
org_r_gion_de_l_ombrie_direction_r_gionale_a_0b745e62,"Région de l'Ombrie - Direction régionale Agriculture, environnement, énergie, culture, divertissement et culture",Unknown,Italy,,https://keep.eu/projects/27354/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=keep_eu_html_project_27354,https://keep.eu/projects/27354/,3.75
org_c_mara_de_comercio_e_industria_de_terras_2f4c039f,Cámara de Comercio e Industria de Terrasa,Chamber of Commerce,Spain,,https://keep.eu/projects/27354/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=keep_eu_html_project_27354,https://keep.eu/projects/27354/,3.75
org_universit_des_etudes_de_padoue_interuniv_695c7ff6,Université des Etudes de Padoue - Interuniversity research centre of public economics CRIEP,University / Research,Italy,,https://keep.eu/projects/27363/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=keep_eu_html_project_27363,https://keep.eu/projects/27363/,3.7
org_chambre_officielle_de_commerce_d_industr_ae7cc496,"Chambre Officielle de Commerce, d'Industrie et de Navégation de Seville",Chamber of Commerce,Spain,,https://keep.eu/projects/27352/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=keep_eu_html_project_27352,https://keep.eu/projects/27352/ | https://keep.eu/projects/23478/ | https://keep.eu/projects/21420/,4.3
org_mestna_ob_ina_nova_gorica_slovenia_24b4d2cb,MESTNA OBČINA NOVA GORICA,Unknown,Slovenia,,https://keep.eu/projects/27361/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=keep_eu_html_project_27361,https://keep.eu/projects/27361/,3.65
org_agence_de_d_veloppement_conomique_r_gion_7307214f,Agence de développement économique régional de Sarajevo SERDA,Agency,Bosnia and Herzegovina,,https://keep.eu/projects/27361/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=keep_eu_html_project_27361,https://keep.eu/projects/27361/ | https://keep.eu/projects/21420/,3.65
org_prism_social_enterprise_srl_italy_700272f8,PRISM Social Enterprise srl,Private Company,Italy,,https://keep.eu/projects/27359/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=keep_eu_html_project_27359,https://keep.eu/projects/27359/,3.65
org_fundaci_n_canaria_para_la_reforestaci_n_c68b7788,Fundación Canaria para la Reforestación,Foundation / NGO,Spain,,https://keep.eu/projects/23646/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=keep_eu_html_project_23646,https://keep.eu/projects/23646/,3.55
org_viceconsejer_a_de_lucha_contra_el_cambio_12960b86,Viceconsejería de Lucha contra el Cambio,Unknown,Spain,,https://keep.eu/projects/23643/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=keep_eu_html_project_23643,https://keep.eu/projects/23643/ | https://keep.eu/projects/23633/ | https://keep.eu/projects/23623/,3.55
org_fundaci_universit_ria_balmes_spain_94c623ce,Fundació Universitària Balmes,University / Research,Spain,,https://keep.eu/projects/27366/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=keep_eu_html_project_27366,https://keep.eu/projects/27366/ | https://keep.eu/projects/23470/ | https://keep.eu/projects/23480/,3.55
org_wwf_m_diterran_e_italy_c1ed6fc3,WWF Méditerranée,Unknown,Italy,,https://keep.eu/projects/27366/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=keep_eu_html_project_27366,https://keep.eu/projects/27366/ | https://keep.eu/projects/23470/,3.55
org_regione_piemonte_settore_sviluppo_energe_3d153630,REGIONE PIEMONTE - Settore Sviluppo Energetico Sostenibile,Regional Authority,Italy,,https://keep.eu/projects/27365/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=keep_eu_html_project_27365,https://keep.eu/projects/27365/,3.55
org_d_putation_de_g_rone_spain_5ae6c35d,DÉPUTATION DE GÉRONE,Unknown,Spain,,https://keep.eu/projects/27365/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=keep_eu_html_project_27365,https://keep.eu/projects/27365/,3.55
org_compagnia_di_san_paolo_italy_63383705,COMPAGNIA DI SAN PAOLO,Unknown,Italy,,https://keep.eu/projects/27365/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=keep_eu_html_project_27365,https://keep.eu/projects/27365/,3.55
org_agence_de_l_energie_et_d_veloppement_dur_b7d5d68a,AGENCE DE L'ENERGIE ET DÉVELOPPEMENT DURABLE,Agency,Italy,,https://keep.eu/projects/27365/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=keep_eu_html_project_27365,https://keep.eu/projects/27365/,3.55
org_federaci_n_andaluza_de_municipios_y_prov_b8fcc559,Federación Andaluza de Municipios y Provincias,Municipal Authority,Spain,,https://keep.eu/projects/27362/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=keep_eu_html_project_27362,https://keep.eu/projects/27362/ | https://keep.eu/projects/23473/,3.55
org_federaci_n_valenciana_de_municipios_y_pr_7be22d7b,Federación Valenciana de Municipios y Provincias,Municipal Authority,Spain,,https://keep.eu/projects/27362/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=keep_eu_html_project_27362,https://keep.eu/projects/27362/ | https://keep.eu/projects/27345/,3.55
org_universit_de_camerino_cole_de_bioscience_eef2453f,Université de Camerino - École de biosciences et de médecine vétérinaire,University / Research,Italy,,https://keep.eu/projects/27362/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=keep_eu_html_project_27362,https://keep.eu/projects/27362/,3.55
org_fund_de_la_com_valenciana_para_la_invest_51cb1114,"Fund de la Com. Valenciana para la investigación, promoción y estudios comerciales de Valenciaport",Higher education and research organisations,Spain,,https://keep.eu/projects/27359/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=keep_eu_html_project_27359,https://keep.eu/projects/27359/ | https://keep.eu/projects/29219/ | https://keep.eu/projects/23488/ | https://keep.eu/projects/23472/,4.6
org_azienda_autonoma_di_soggiorno_e_turismo_713b831d,Azienda Autonoma di Soggiorno e Turismo di Termoli,Unknown,Italy,,https://keep.eu/projects/27359/,email_not_found_form_only,not_outreach_ready,ok,page_fetched_form_only | candidate_source=keep_eu_html_project_27359,https://keep.eu/projects/27359/,3.55
